title,abstract,url
Maintaining distance and avoiding going out during the COVID-19 pandemic  a longitudinal examination of an integrated social cognition model,Objective  To test an integrated social cognition model predicting two forms of social distancing behavior  maintaining distance and avoiding going out in public  during COVID-19 Design  Participants from the U S   Sample 1  n   433  and Canada  Sample 2  n   239  completed online measures  reflecting the theory of planned behavior  attitudes  norms  perceived control  intention   COVID-19-specific risk  anticipated regret  fear of catching COVID-19  and perceived capacity related to using technology to connect with others  Self-reported behavior was collected from the U S  sample at 6-month follow-up Results  Intention to maintain distance and avoid going out predicted behavior within the U S  sample  For both samples  intention was predicted by attitudes  subjective norms and perceived behavioral control  Perceived severity of COVID-19  anticipated inaction regret  and fear of catching COVID-19 predicted intention to maintain distance and avoid going out across both samples  Finally  within the U S  sample  significant indirect effects were present for perceived behavioral control predicting future maintaining distance and avoiding going out via intention to engage in these behaviors Conclusion  The integrated social cognition model predicts social distancing intentions and long-term social distancing behaviors  Hazard-specific risk and affect were relevant determinants added to the models  Potential avenues for intervention research are described Supplemental data for this article is available online at https   doi org 10 1080 08870446 2021 2023746,https://pubmed.ncbi.nlm.nih.gov/35007457
Divergent changes  abstinence and higher-frequency substance use increase among racial ethnic minority young adults during the COVID-19 global pandemic,BACKGROUND  Identifying factors influencing substance use among racial ethnic minorities  REM  is important given the disproportionate impact of the COVID-19 pandemic on this population  OBJECTIVES  We examined factors in four domains and hypothesized that poor mental health  negative coping behaviors  negative environmental aspects  and belonging to more vulnerable social groups would be associated with increased substance use during the pandemic  METHODS  Multiple regression was applied to longitudinal data from a college sample assessed prior  fall 2017 to spring 2019  and during  spring 2020  the pandemic  n  323  81 5  cisgender women  34 5  African-American  36 1  Asian-American  15 5  Hispanic Latinx  11 8  multi-racial  to identify factors predicting current alcohol  cannabis  and nicotine use frequency  spring 2020  and change in frequency of use between springs 2019 and 2020  RESULTS  While infrequent substance use  monthly or less  decreased during the pandemic  abstinence rates increased  alcohol 39   cannabis 18   nicotine 18   and higher-frequency alcohol use increased  207 -1600  2-3 times  week  compared to spring 2019  The strongest protective factor was change in living situation during the pandemic  associated with lower current alcohol and cannabis use  Risk factors included a history of trouble with police and impulsivity since the pandemic  both associated with higher current and increased alcohol and cannabis use  REM did not differ on most factors and the outcomes  However  a higher percentage of Asian-Americans than other REM reported living situation changes  CONCLUSION  Substance use rates diverged during the pandemic  with both increased abstinence and higher-frequency use  attributed mostly to mental health and environmental domain factors with few REM differences,https://pubmed.ncbi.nlm.nih.gov/35007453
Adolescent Psychosocial Adjustment during COVID-19  An Intensive Longitudinal Study,OBJECTIVE  COVID-19 has presented threats to adolescents  psychosocial well-being  especially for those from economically disadvantaged backgrounds  This longitudinal study aimed to identify which social  i e   family conflict  parental social support  peer social support   emotional  i e   COVID-19 health-related stress   and physical  i e   sleep quality  food security  factors influence adolescents  same- and next-day affect and misconduct and whether these factors functioned differently by adolescents  economic status  METHOD  Daily-diary approaches were used to collect 12 033 assessments over 29 days from a nationwide sample of American adolescents  n  546  Mage   15 0  40  male  43  Black  37  White  10  Latinx  8  Asian American  and 3  Native American  61  low-income  at the onset of the COVID-19 pandemic  RESULTS  Peer support  parent support  and sleep quality operated as promotive factors  whereas parent-child conflict and COVID-19 health-related stress operated as risk factors  Although these links were consistent for adolescents irrespective of economic status  low-income adolescents experienced more conflict with parents  more COVID-19 health-related stress  less peer support  and lower sleep quality than higher-income adolescents  Food insecurity was connected to decreased same- and next-day negative affect for low-income adolescents only  Low-income adolescents also displayed greater negative affect in response to increased daily health-related stress relative to higher-income adolescents  CONCLUSION  These results highlight the role of proximal processes in shaping adolescent adjustment and delineate key factors influencing youth psychosocial well-being in the context of COVID-19  By understanding adolescents  responses to stressors at the onset of the pandemic  practitioners and healthcare providers can make evidence-based decisions regarding clinical treatment and intervention planning for youth most at risk for developmental maladjustment,https://pubmed.ncbi.nlm.nih.gov/35007446
Clinician Preferences for Current and Planned Future Use of Telemedicine,Introduction  Many clinicians and patients tried telemedicine for the first time during the COVID-19 pandemic  In a prior survey  we found that clinicians who were adaptable and willing to incorporate technology into their clinical practice are more likely to utilize telemedicine  Seeking factors associated with current and future use of telemedicine  and identifying its relative advantages and drawbacks  may help determine the role of telemedicine after the pandemic  Questions Purposes  We asked  1  which demographic factors and personal preferences are associated with current and planned future use of telemedicine   2  what factors are associated with telemedicine utilization  and  3  what are clinician-reported advantages and disadvantages of telemedicine  Materials and Methods  Approximately 750 clinicians within a national multispecialty hospital group were invited to complete an online survey assessing telemedicine use and preferences  self-reported technology proficiency  and personal characteristics  A total of 284 clinicians started the survey  and 259 complete responses were analyzed using bivariate analysis and multivariable regression  Results  More frequent current telemedicine use was associated with being a nonsurgeon clinician  not primarily practicing in an inpatient setting  preferring either telemedicine or having no preference for discussing sensitive topics  and greater self-reported technological proficiency  Planned future telemedicine use was associated with greater self-reported troubleshoot ability and less desire for a hands-on physical examination  Clinicians reported that the top benefits of telemedicine are decreased barriers for patients and convenience for clinicians  and disadvantages are technical difficulties for both patients and clinicians  Conclusions  Telemedicine continues to be widely utilized by clinicians  particularly those who are confident in their ability to examine patients over video  and who can troubleshoot issues that arise on the platform  With continued reimbursement  telemedicine is likely to remain a convenient and effective method of caring for patients,https://pubmed.ncbi.nlm.nih.gov/35007442
Providers at a Midwestern Academic System Report a Positive Experience with Telehealth During the COVID-19 Pandemic,Introduction  Since the onset of the COVID-19 pandemic  there has been rapid expansion in the use of telehealth  As a result  many providers who had no prior experience using telehealth are now using it to provide patient care  The goal of this study was to survey health care providers on a wide range of telehealth topics including their experiences examining and connecting with patients digitally  identifying which types of patients may be best suited to telehealth  and identifying technical and logistical areas for improvement when using telehealth  Methods  Physicians and advanced practice providers  n   944  at a large midwestern academic system were invited to complete an anonymous online survey during a 2-week period in October 2020  Results  Surveys  completed and analyzed  n   178   indicated 86 6  of respondents felt confident in their clinical assessment  and 86 1  felt they formed an adequate personal connection with the patient in the majority of telehealth visits  A majority  58 5   of providers felt telehealth was not effective for new patients  but 83  of providers felt it was effective for providing care to established patients  Respondents identified several areas for technological improvement including issues with video  27 5   and audio  16 8   quality  In 24 4  of visits  these technology issues were severe enough providers needed to convert an audiovisual appointment to telephone  Conclusions  Provider experience with telehealth has largely been positive at our institution  Although telehealth may not be appropriate for new patients  providers did feel it was an effective means of providing care for established patients  To continue improving the quality of telehealth  a multiteam approach should be considered  including members of technology and clinical operations teams working closely with those providers experienced in telehealth,https://pubmed.ncbi.nlm.nih.gov/35007435
Review of Clinical Performance of Serology Based Commercial Diagnostic Assays for Detection of Severe Acute Respiratory Syndrome Coronavirus 2 Antibodies,The severe acute respiratory syndrome coronavirus 2  SARS-CoV-2  virus  which caused the coronavirus disease 2019  COVID-19  pandemic as declared by the World Health Organization  has created havoc worldwide  The highly transmissible infection can be contained only by accurate diagnosis  quarantining  and exercising social distancing  Therefore  quick and massive deployment of SARS-CoV-2 testing plays a crucial role in the identification and isolation of infected patients  Reverse transcription-polymerase chain reaction is the gold standard for COVID-19 detection  however  it needs expertise  facilities  and time  Hence  for the ease of population-wide screening  serology-based diagnostic assays were introduced  These can help determine the prevalence of infection  understand the epidemiology of the disease  and assist in suitable public health interventions while being user-friendly and less time consuming  Although serological testing kits in markets soared  their sensitivity and specificity were questioned in reports from different parts of the world  In this article  we have reviewed 40 Food and Drug Administration  FDA  and CE-approved clinically evaluated serological kits  8 enzyme-linked immunosorbent assay  ELISA  kits  10 chemiluminescent immunoassay  CLIA  kits  and 22 lateral flow immunoassay  LFIA  kits  for their sensitivity and specificity and discussed the apparent reasons behind their performance  We observed appreciable sensitivity in the kits detecting total antibodies compared to the kits targeting single isotype antibodies  Tests that determined antibodies against nucleocapsid protein were found to be more sensitive and those detecting antibodies against spike protein were found to have greater specificity  This study was conducted to help the decision-making while acquiring antibody kits and concurrently to be mindful of their shortcomings,https://pubmed.ncbi.nlm.nih.gov/35007431
The respond to the COVID-19 pandemic of dental hygienist in South Korea Part   Infection control knowledge and practice,OBJECTIVES  To evaluate infection control knowledge and its practice of clinical dental hygienists in response to Coronavirus Disease 2019  COVID-19  in South Korea  METHODS  9 questions  Q9-K  on the degree of knowledge acquisition of dental hygienists in response to COVID-19  and another 9 questions  Q9-P  on the practices for COVID-19 infection and spread prevention were prepared  From 500 clinical dental hygienists in South Korea  answers about their general characteristics  Q9-K  and Q9-P were collected  1 point was given to each question based on the  yes  answers from Q9-K and Q9-P  and Score-K and Score-P were calculated  respectively  To identify factors affecting Score-P  multiple linear regression analysis was performed  In all analyses  p-values lower than 0 05 were considered statistically significant  RESULTS  Average scores of Score-K and Score-P were 7 36  -1 35 and 6 26  -2 07  respectively  The regression model of Score-P was significant  F 20 788  p<0 001   With respect to Score-P  Score-K  beta 0 385   age  beta 0 275   dental hospital  beta 0 158   monthly income of  2 360 approximately  2 730  beta 0 104  had a significantly positive correlation  and the total years of career  beta -0 293  are found to have a significantly negative correlation  CONCLUSIONS  Infection control knowledge and practice of clinical dental hygienists in South Korea was found to be vulnerable in the group of hygienists who are younger than 27 years old  working in dental clinics  and whose monthly income is less than under  2000  Also  the factor that influences infection control practice the most was the degree of knowledge  Therefore  continuous infection control education and supplement targeting these vulnerable groups are necessary,https://pubmed.ncbi.nlm.nih.gov/35007394
Introduction of Special Section of Infant Mental Health Journal  Meeting the needs of vulnerable infants and families during COVID-19  Moving to a telehealth approach for home visiting implementation and research,Parents of infants and young children who experience harsh circumstances are among those most vulnerable to the added stressors associated with COVID-19  Home visiting models have been shown to enhance outcomes for parents and infants when delivered in person  but in many parts of the world  the pandemic rendered in-person home visits difficult or impossible  In this special section  we examine adaptations made by home visiting programs to allow continued service delivery through telehealth  and strategies for assessing whether interventions maintain reach and fidelity when implemented remotely  In the first paper  Bullinger et al   program implementers of SafeCare  provide evidence of the increased risk of maltreatment during COVID-19 for many families  and thus the need for home visiting services  Rybinska et al   developers and implementers of Family Connects  present evidence regarding their success in reaching families through telehealth  Roben and colleagues  in the third paper  report that clinicians implementing Attachment and Biobehavioral Catch-up through telehealth maintained fidelity at similar rates seen through in-person implementation  Finally  Tabachnick et al  describe procedures for collecting physiological data from infants and parents while conducting assessments remotely,https://pubmed.ncbi.nlm.nih.gov/35007378
Viral shedding and the durability of IgG antibodies to SARS-CoV-2,We followed 45 participants in Surabaya  Indonesia  for 10 months and compared their polymerase chain reaction  PCR  and severe acute respiratory syndrome coronavirus 2  SARS-CoV-2  immunoglobulin G  IgG  results  Thirteen out of 45 participants were IgG seropositive at least once while the remaining 32 stayed IgG seronegative throughout the study  Among 13 seropositive participants  9 participants were consecutively seropositive at least twice and were eligible for IgG longevity evaluation  The duration of IgG detection varied from 47 to >   233 days  We observed intermittent re-positive PCR results suggestive of viral shedding in subjects with a longer duration of IgG detection  This article is protected by copyright  All rights reserved,https://pubmed.ncbi.nlm.nih.gov/35007349
A comparative analysis of the first and second COVID-19 wave in Italy  evaluation of mortality in the Infectious Disease Unit of Genoa University Hospital,This retrospective study describes demographics and outcomes of adult patients with SARS-CoV-2 infection admitted to our ward during the first wave  from February 25 to May 30  2020  and during the second wave  from August 5 to November 30  2020   The primary study objective was to evaluate overall in-hospital mortality  which was 21 1   60 285  vs 10 3   27 261   p  0006   This study seems to corroborate and expand the concept that the second wave of COVID-19 was less deadly than the first  Despite some limitations  the clinical and managerial experience gained during the first wave trained us to handle and control the second one,https://pubmed.ncbi.nlm.nih.gov/35007331
Prevention adopted by healthcare workers within their families in the Covid-19 pandemic,OBJECTIVE  To identify factors associated with the adoption of non-pharmacological preventive measures against covid-19 by healthcare workers within their families  METHOD  This is an analytical cross-sectional study carried out from October 1st to December 31st  2020  with 11 513 healthcare workers in Brazil  Data collection through a virtual questionnaire on the platform Survey Monkey  To characterize the participants  descriptive statistical analysis was used with measures of absolute and relative frequency  Using inferential statistics  independent variables and outcome were compared  with hypothesis tests for association  chi-square  Fisher s exact test   logistic regression  and Woe analysis  A significance level of 95  was used  RESULTS  Most workers used measures such as hand hygiene  environmental sanitation  food hygiene  use of fabric masks  and physical distancing from family members  The association among variables was significant for the region  especially the South region  female sex  and nursing professionals  CONCLUSION  Healthcare workers adopt preventive measures against covid-19 within family life  especially the women and nursing professionals  with family isolation being the measure of greatest adherence,https://pubmed.ncbi.nlm.nih.gov/35007318
Coping moderates the relationship between intolerance of uncertainty and stress in men during the Covid-19 pandemic,OBJECTIVE  To test the explanatory power of coping strategies and intolerance of uncertainty on men s perceived stress levels and test the moderating role of coping strategies in the relationship between intolerance of uncertainty and perceived stress during the Covid-19 pandemic  METHOD  This was an online cross-sectional study in which 1 006 men living in Brazil during the Covid-19 pandemic participated  Participants were recruited using a snowball sampling technique and completed a questionnaire containing measures of all study variables  Data were examined using a correlation and a regression analysis  RESULTS  Intolerance of uncertainty  beta    51  and refusal  beta    15  positively predicted perceived stress  whereas control  beta   - 31  and isolation  beta   - 06  negatively predicted it  Together  these variables explained 52  of men s perceived stress  p <  001   Isolation and social support lessened the relationship between intolerance of uncertainty and stress  p <  001   CONCLUSION  Men high in intolerance of uncertainty and refusal were more vulnerable to stress during the pandemic  However  coping helped mitigate the relationship between intolerance of uncertainty and perceived stress  thus being a promising psychosocial intervention in this context,https://pubmed.ncbi.nlm.nih.gov/35007317
Long non-coding RNAs  lncRNAs  NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients  An integrated single-cell analysis,Hyperactive and damaging inflammation is a hallmark of severe rather than mild Coronavirus disease 2019  COVID-19   To uncover key inflammatory differentiators between severe and mild COVID-19  we applied an unbiased single-cell transcriptomic analysis  We integrated two single-cell RNA-seq datasets with COVID-19 patient samples  one that sequenced bronchoalveolar lavage  BAL  cells and one that sequenced peripheral blood mononuclear cells  PBMCs   The combined cell population was then analyzed with a focus on genes associated with disease severity  The immunomodulatory long non-coding RNAs  lncRNAs  NEAT1 and MALAT1 were highly differentially expressed between mild and severe patients in multiple cell types  Within those same cell types  the concurrent detection of other severity-associated genes involved in cellular stress response and apoptosis regulation suggests that the pro-inflammatory functions of these lncRNAs may foster cell stress and damage  Thus  NEAT1 and MALAT1 are potential components of immune dysregulation in COVID-19 that may provide targets for severity related diagnostic measures or therapy,https://pubmed.ncbi.nlm.nih.gov/35007307
Hyperinflammatory environment drives dysfunctional myeloid cell effector response to bacterial challenge in COVID-19,COVID-19 displays diverse disease severities and symptoms including acute systemic inflammation and hypercytokinemia  with subsequent dysregulation of immune cells  Bacterial superinfections in COVID-19 can further complicate the disease course and are associated with increased mortality  However  there is limited understanding of how SARS-CoV-2 pathogenesis and hypercytokinemia impede the innate immune function against bacterial superinfections  We assessed the influence of COVID-19 plasma hypercytokinemia on the functional responses of myeloid immune cells upon bacterial challenges from acute-phase COVID-19 patients and their corresponding recovery  rec -phase  We show that a severe hypercytokinemia status in COVID-19 patients correlates with the development of bacterial superinfections  Neutrophils and monocytes derived from COVID-19 patients in their acute-phase showed an impaired intracellular microbicidal capacity upon bacterial challenges  The impaired microbicidal capacity was reflected by abrogated MPO and reduced NETs production in neutrophils along with reduced ROS production in both neutrophils and monocytes  Moreover  we observed a distinct pattern of cell surface receptor expression on both neutrophils and monocytes  in line with suppressed autocrine and paracrine cytokine signaling  This phenotype was characterized by a high expression of CD66b  CXCR4 and low expression of CXCR1  CXCR2 and CD15 in neutrophils and low expression of HLA-DR  CD86 and high expression of CD163 and CD11b in monocytes  Furthermore  the impaired antibacterial effector function was mediated by synergistic effect of the cytokines TNF-alpha  IFN-gamma and IL-4  COVID-19 patients receiving dexamethasone showed a significant reduction of overall inflammatory markers in the plasma as well as exhibited an enhanced immune response towards bacterial challenge ex vivo  Finally  broad anti-inflammatory treatment was associated with a reduction in CRP  IL-6 levels as well as length of ICU and hospital stay in critically ill COVID-19 patients  Our data provides insights into the transient functional dysregulation of myeloid immune cells against subsequent bacterial infections in COVID-19 patients and describe a beneficial role for the use of dexamethasone in these patients,https://pubmed.ncbi.nlm.nih.gov/35007290
Obstetric interventions and pregnancy outcomes during the COVID-19 pandemic in England  A nationwide cohort study,BACKGROUND  The COVID-19 pandemic has disrupted maternity services worldwide and imposed restrictions on societal behaviours  This national study aimed to compare obstetric intervention and pregnancy outcome rates in England during the pandemic and corresponding pre-pandemic calendar periods  and to assess whether differences in these rates varied according to ethnic and socioeconomic background  METHODS AND FINDINGS  We conducted a national study of singleton births in English National Health Service hospitals  We compared births during the COVID-19 pandemic period  23 March 2020 to 22 February 2021  with births during the corresponding calendar period 1 year earlier  The Hospital Episode Statistics database provided administrative hospital data about maternal characteristics  obstetric inventions  induction of labour  elective or emergency cesarean section  and instrumental birth   and outcomes  stillbirth  preterm birth  small for gestational age  SGA  birthweight < 10th centile   prolonged maternal length of stay  >  3 days   and maternal 42-day readmission   Multi-level logistic regression models were used to compare intervention and outcome rates between the corresponding pre-pandemic and pandemic calendar periods and to test for interactions between pandemic period and ethnic and socioeconomic background  All models were adjusted for maternal characteristics including age  obstetric history  comorbidities  and COVID-19 status at birth  The study included 948 020 singleton births  maternal characteristics  median age 30 years  41 6  primiparous  8 3  with gestational diabetes  2 4  with preeclampsia  and 1 6  with pre-existing diabetes or hypertension   451 727 births occurred during the defined pandemic period  Maternal characteristics were similar in the pre-pandemic and pandemic periods  Compared to the pre-pandemic period  stillbirth rates remained similar  0 36  pandemic versus 0 37  pre-pandemic  p   0 16   Preterm birth and SGA birth rates were slightly lower during the pandemic  6 0  versus 6 1  for preterm births  adjusted odds ratio  aOR  0 96  95  CI 0 94-0 97  5 6  versus 5 8  for SGA births  aOR 0 95  95  CI 0 93-0 96  both p < 0 001   Slightly higher rates of obstetric intervention were observed during the pandemic  40 4  versus 39 1  for induction of labour  aOR 1 04  95  CI 1 03-1 05  13 9  versus 12 9  for elective cesarean section  aOR 1 13  95  CI 1 11-1 14  18 4  versus 17 0  for emergency cesarean section  aOR 1 07  95  CI 1 06-1 08  all p < 0 001   Lower rates of prolonged maternal length of stay  16 7  versus 20 2   aOR 0 77  95  CI 0 76-0 78  p < 0 001  and maternal readmission  3 0  versus 3 3   aOR 0 88  95  CI 0 86-0 90  p < 0 001  were observed during the pandemic period  There was some evidence that differences in the rates of preterm birth  emergency cesarean section  and unassisted vaginal birth varied according to the mother s ethnic background but not according to her socioeconomic background  A key limitation is that multiple comparisons were made  increasing the chance of false-positive results  CONCLUSIONS  In this study  we found very small decreases in preterm birth and SGA birth rates and very small increases in induction of labour and elective and emergency cesarean section during the COVID-19 pandemic  with some evidence of a slightly different pattern of results in women from ethnic minority backgrounds  These changes in obstetric intervention rates and pregnancy outcomes may be linked to women s behaviour  environmental exposure  changes in maternity practice  or reduced staffing levels,https://pubmed.ncbi.nlm.nih.gov/35007282
A Report on the First 7 Sequential Patients Treated Within the C-Reactive Protein Apheresis in COVID  CACOV  Registry,BACKGROUND Severe acute respiratory syndrome coronavirus 2  SARS-CoV-2 -induced pneumonia is a disease with high mortality and  still  no effective treatment  Excessively elevated C-reactive protein  CRP  plasma levels inversely correlate with prognosis  As CRP  via complement and macrophage activation  can cause organ damage in COVID-19  we have recently introduced selective CRP apheresis as a potentially effective treatment  Now  we report on the first patients with severe SARS-CoV-2-induced pneumonia treated within the  C-reactive protein Apheresis in COVID   CACOV  registry  CASE REPORT Seven sequential hospitalized patients with documented COVID-19  strongly elevated CRP plasma levels  and respiratory failure were treated by selective CRP apheresis in addition to standard therapy after having given their informed consent for inclusion in the CACOV registry  We performed 2-8 CRP apheresis sessions via either peripheral or central venous access depending on clinical course and CRP plasma levels  CRP apheresis  in COVID-19  reduced CRP plasma levels by approximately 50-90   and it was thus highly effective  feasible  and safe  Despite severe radiological lung involvement in all our patients  only 2 patients finally required intubation  and none required extracorporeal membrane oxygenation  ECMO   All 7 patients were discharged from our 2 hospitals in good clinical condition  CONCLUSIONS Selective CRP apheresis  starting early after patient admission  may be an effective treatment of SARS-CoV-2-induced pneumonia  SARS-COV-2 can cause organ damage and multiple organ failure predominantly by an excessive CRP-mediated autoimmune response of the ancient innate immune system  Further registry data and randomized trials are needed,https://pubmed.ncbi.nlm.nih.gov/35007274
The Detrimental Impact of the COVID-19 Pandemic on Major Trauma Outcomes in the Netherlands  A Comprehensive Nationwide Study,OBJECTIVE  To evaluate the impact of the COVID-19 pandemic on the outcome of major trauma patients in the Netherlands  SUMMARY BACKGROUND DATA  Major trauma patients highly rely on immediate access to specialized services  including ICUs  shortages caused by the impact of the COVID-19 pandemic may influence their outcome  METHODS  A multi-center observational cohort study  based on the Dutch National Trauma Registry was performed  Characteristics  resource usage  and outcome of major trauma patients  injury severity score >  16  treated at all trauma-receiving hospitals during the first COVID-19 peak  March 23 through May 10  were compared with those treated from the same period in 2018 and 2019  reference period   RESULTS  During the peak period  520 major trauma patients were admitted  versus 570 on average in the pre-COVID-19 years  Significantly fewer patients were admitted to ICU facilities during the peak than during the reference period  49 6  vs 55 8   P 0 016   Patients with less severe traumatic brain injuries in particular were less often admitted to the ICU during the peak  40 5  vs 52 5   P 0 005   Moreover  this subgroup showed an increased mortality compared to the reference period  13 5  vs 7 7   P 0 044   These results were confirmed using multivariable logistic regression analyses  In addition  a significant increase in observed versus predicted mortality was recorded for patients who had a priori predicted mortality of 50  to 75   P 0 012   CONCLUSIONS  The COVID-19 peak had an adverse effect on trauma care as major trauma patients were less often admitted to ICU and specifically those with minor through moderate brain injury had higher mortality rates,https://pubmed.ncbi.nlm.nih.gov/35007227
A Deadly Infodemic  Social Media and the Power of COVID-19 Misinformation,UNSTRUCTURED  COVID-19 is currently the third leading cause of death in the United States and unvaccinated people continue to die in high numbers  Vaccine hesitancy and vaccine refusal are fueled by COVID-19 misinformation and disinformation on social media platforms  This online  COVID-19 Infodemic  has deadly consequences  In this editorial  the authors examine the roles that social media companies play in The COVID-19 Infodemic and their obligations to end it  They describe how  fake news  about the virus developed on social media and acknowledge the initially muted response by the scientific community to counteract misinformation  The authors then challenge social media companies to better mitigate The COVID-19 Infodemic  describing legal and ethical imperatives to do so  They close with recommendations for better partnerships with community influencers and implementation scientists  and they provide next steps for all readers to consider  This guest editorial accompanies the JMIR special theme issue   Social Media  Ethics  and COVID-19 Misinformation,https://pubmed.ncbi.nlm.nih.gov/35007204
Cannabinoids Block Cellular Entry of SARS-CoV-2 and the Emerging Variants,As a complement to vaccines  small-molecule therapeutic agents are needed to treat or prevent infections by severe acute respiratory syndrome coronavirus-2  SARS-CoV-2  and its variants  which cause COVID-19  Affinity selection-mass spectrometry was used for the discovery of botanical ligands to the SARS-CoV-2 spike protein  Cannabinoid acids from hemp  Cannabis sativa  were found to be allosteric as well as orthosteric ligands with micromolar affinity for the spike protein  In follow-up virus neutralization assays  cannabigerolic acid and cannabidiolic acid prevented infection of human epithelial cells by a pseudovirus expressing the SARS-CoV-2 spike protein and prevented entry of live SARS-CoV-2 into cells  Importantly  cannabigerolic acid and cannabidiolic acid were equally effective against the SARS-CoV-2 alpha variant B 1 1 7 and the beta variant B 1 351  Orally bioavailable and with a long history of safe human use  these cannabinoids  isolated or in hemp extracts  have the potential to prevent as well as treat infection by SARS-CoV-2,https://pubmed.ncbi.nlm.nih.gov/35007072
Magnetic Nanoparticles for Biomedical Applications  From the Soul of the Earth to the Deep History of Ourselves,Precisely engineered magnetic nanoparticles  MNPs  have been widely explored for applications including theragnostic platforms  drug delivery systems  biomaterial device coatings  tissue engineering scaffolds  performance-enhanced therapeutic alternatives  and even in SARS-CoV-2 detection strips  Such popularity is due to their unique  challenging  and tailorable physicochemical magnetic properties  Given the wide biomedical-related potential applications of MNPs  significant achievements have been reached and published  exponentially  in the last five years  both in synthesis and application tailoring  Within this review  and in addition to essential works in this field  we have focused on the latest representative reports regarding the biomedical use of MNPs including characteristics related to their oriented synthesis  tailored geometry  and designed multibiofunctionality  Further  actual trends  needs  and limitations of magnetic-based nanostructures for biomedical applications will also be discussed,https://pubmed.ncbi.nlm.nih.gov/35006927
Antiviral Properties of Alginate-Based Biomaterials  Promising Antiviral Agents against SARS-CoV-2,The COVID-19 pandemic has made it essential to explore alternative antiviral materials  Alginate is a biodegradable  renewable  biocompatible  water-soluble and antiviral biopolymer with many potential biomedical applications  In this regard  this review shows 17 types of viruses that have been tested in contact with alginate and its related biomaterials  Most of these studies show that alginate-based materials possess little or no toxicity and are able to inhibit a wide variety of viruses affecting different organisms  in humans by the human immunodeficiency virus type 1  the hepatitis A  B  and C viruses  Sindbis virus  herpes simplex virus type 1 and 2  poliovirus type 1  rabies virus  rubella virus  and the influenza virus  in mice by the murine norovirus  in bacteria by the T4 coliphage  and in plants by the tobacco mosaic virus and the potato virus X  Many of these are enveloped positive-sense single-stranded RNA viruses  like SARS-CoV-2  which render alginate-based materials highly promising in the COVID-19 pandemic,https://pubmed.ncbi.nlm.nih.gov/35006918
Near-Infrared Light Brightens Bacterial Disinfection  Recent Progress and Perspectives,Bacterial infection is a universal threat to public health  which not only causes many serious diseases but also exacerbates the condition of the patients of cancer  pandemic diseases  e g   COVID-19  and so on  Antibiotic therapy has been used to be an effective way for common bacterial disinfection  However  due to the misuse and abuse of antibiotics  more and more antibiotic-resistant bacteria have emerged as fatal threats to human beings  At present  more than 700 000 patients die every year with bacterial infections because of the lack of effective treatment  It is frustrating that the pace of development of antibiotics lags far behind that of bacterial resistance  with an estimation of 10 million deaths per year from bacterial infections after 2050  Facing such a rigorous challenge  approaches for bacterial disinfection are urgently demanded  The recently developed near-infrared  NIR  light-irradiation-based bacterial disinfection is highly promising to shatter bacterial resistance by employing NIR light-responsive materials as mediums to generate antibacterial factors such as heat  reactive oxygen species  ROS   and so on  This treatment approach is proved to be a potent candidate to accurately realize spatiotemporal control  while effectively eradicating multidrug-resistant bacteria and inhibiting antibiotic resistance  Herein  we summarize the latest progress of NIR light-based bacterial disinfection  Ultimately  current challenges and perspectives in this field are discussed,https://pubmed.ncbi.nlm.nih.gov/35006816
Advances in Facemasks during the COVID-19 Pandemic Era,The outbreak of coronavirus disease  COVID-19  has transformed the daily lifestyles of people worldwide  COVID-19 was characterized as a pandemic owing to its global spread  and technologies based on engineered materials that help to reduce the spread of infections have been reported  Nanotechnology present in materials with enhanced physicochemical properties and versatile chemical functionalization offer numerous ways to combat the disease  Facemasks are a reliable preventive measure  although they are not 100  effective against viral infections  Nonwoven materials  which are the key components of masks  act as barriers to the virus through filtration  However  there is a high chance of cross-infection because the used mask lacks virucidal properties and can become an additional source of infection  The combination of antiviral and filtration properties enhances the durability and reliability of masks  thereby reducing the likelihood of cross-infection  In this review  we focus on masks  from the manufacturing stage to practical applications  and their abilities to combat COVID-19  Herein  we discuss the impacts of masks on the environment  while considering safe industrial production in the future  Furthermore  we discuss available options for future research directions that do not negatively impact the environment,https://pubmed.ncbi.nlm.nih.gov/35006814
Nanostrategies to Develop Current Antiviral Vaccines,Infectious diseases are a worldwide concern  They are responsible for increasing the mortality rate and causing economic and social problems  Viral epidemics and pandemics  such as the COVID-19 pandemic  force the scientific community to consider molecules with antiviral activity  A number of viral infections still do not have a vaccine or efficient treatment and it is imperative to search for vaccines to control these infections  In this context  nanotechnology in association with the design of vaccines has presented an option for virus control  Nanovaccines have displayed an impressive immune response using a low dosage  This review aims to describe the advances and update the data in studies using nanovaccines and their immunomodulatory effect against human viruses,https://pubmed.ncbi.nlm.nih.gov/35006813
